file,backend,precision,n_qubits,n_lines,n_nonempty_lines,n_qreg_declarations,n_classical_bits,n_measure,n_barrier,n_cx,n_cz,n_cp,n_cy,n_ch,n_swap,n_ccx,n_cswap,n_2q_gates,n_3q_gates,n_x,n_y,n_z,n_h,n_s,n_sdg,n_t,n_tdg,n_rx,n_ry,n_rz,n_u1,n_u2,n_u3,n_u,n_1q_gates,n_total_gates,n_unique_edges,n_edge_repetitions,max_qubit_degree,avg_qubit_degree,qubit_degree_std,n_connected_components,crude_depth,gates_per_layer_estimate,avg_gate_span,max_gate_span,std_gate_span,entanglement_pressure,midpoint_cut_crossings,has_qft_pattern,n_qft_like_gates,has_iqft_pattern,has_grover_pattern,has_variational_pattern,n_rotation_gates,has_ghz_pattern,n_custom_gates,n_opaque_gates,ratio_2q_gates,ratio_1q_gates,gates_per_qubit,2q_gates_per_qubit,1q_gates_per_qubit,circuit_density,max_fidelity_achieved,n_thresholds_tested,threshold_runtime,min_threshold,forward_runtime
qpeexact_indep_qiskit_42.qasm,CPU,double,42,1011,1011,2,41,41,1,0,0,861,0,0,20,0,0,881,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,83,964,20,0,1,1.0,0.0,20,24.071428571428573,3.4480712166172105,21.0,40,11.532562594670797,20.976190476190474,20,1,821,0,0,0,0,0,0,0,0.9139004149377593,0.08609958506224066,22.952380952380953,20.976190476190474,1.9761904761904763,0.022702651782770478,1.0,1,177.66849999898113,1,1841971.9769997755
qpeinexact_indep_qiskit_42.qasm,CPU,single,42,1011,1011,2,41,41,1,0,0,861,0,0,20,0,0,881,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,83,964,20,0,1,1.0,0.0,20,24.071428571428573,3.4480712166172105,21.0,40,11.532562594670797,20.976190476190474,20,1,821,0,0,0,0,0,0,0,0.9139004149377593,0.08609958506224066,22.952380952380953,20.976190476190474,1.9761904761904763,0.022702651782770478,1.0,1,100.29811999993399,1,391845.8339999779
qpeinexact_indep_qiskit_42.qasm,CPU,double,42,1011,1011,2,41,41,1,0,0,861,0,0,20,0,0,881,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,83,964,20,0,1,1.0,0.0,20,24.071428571428573,3.4480712166172105,21.0,40,11.532562594670797,20.976190476190474,20,1,821,0,0,0,0,0,0,0,0.9139004149377593,0.08609958506224066,22.952380952380953,20.976190476190474,1.9761904761904763,0.022702651782770478,1.0,1,168.19531999644823,1,1382035.8219998889
qftentangled_indep_qiskit_43.qasm,CPU,single,43,1058,1058,1,43,43,1,42,0,903,0,0,21,0,0,966,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,1010,63,0,3,2.9302325581395348,0.25475467790937956,1,24.6046511627907,3.495274102079395,8.0,42,12.119772641798562,22.46511627906977,22,1,902,0,0,0,0,0,0,0,0.9564356435643564,0.04356435643564356,23.488372093023255,22.46511627906977,1.0232558139534884,0.022200729766562625,1.0,2,154.5152800041251,2,292189.89899993176
qftentangled_indep_qiskit_43.qasm,CPU,double,43,1058,1058,1,43,43,1,42,0,903,0,0,21,0,0,966,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,1010,63,0,3,2.9302325581395348,0.25475467790937956,1,24.6046511627907,3.495274102079395,8.0,42,12.119772641798562,22.46511627906977,22,1,902,0,0,0,0,0,0,0,0.9564356435643564,0.04356435643564356,23.488372093023255,22.46511627906977,1.0232558139534884,0.022200729766562625,1.0,2,168.9029200002551,2,1077258.8840001845
ae_indep_qiskit_37.qasm,CPU,single,37,890,890,2,37,37,1,72,0,630,0,0,0,0,0,702,0,0,0,0,36,0,0,0,0,0,0,0,0,36,36,37,145,847,36,36,36,1.945945945945946,5.675675675675675,1,24.054054054054053,7.48314606741573,17.5,35,10.388294694831615,18.972972972972972,36,1,630,0,0,0,0,0,0,0,0.8666666666666667,0.13333333333333333,21.89189189189189,18.972972972972972,2.918918918918919,0.02459763133920437,0.995,5,2392.568460002076,16,98051.88700003782
ae_indep_qiskit_37.qasm,CPU,double,37,890,890,2,37,37,1,72,0,630,0,0,0,0,0,702,0,0,0,0,36,0,0,0,0,0,0,0,0,36,36,37,145,847,36,36,36,1.945945945945946,5.675675675675675,1,24.054054054054053,7.48314606741573,17.5,35,10.388294694831615,18.972972972972972,36,1,630,0,0,0,0,0,0,0,0.8666666666666667,0.13333333333333333,21.89189189189189,18.972972972972972,2.918918918918919,0.02459763133920437,1.0,3,239.61726000416093,4,94739.06400002306
qft_indep_qiskit_44.qasm,CPU,single,44,1062,1062,1,88,44,1,0,0,946,0,0,22,0,0,968,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,1012,22,0,1,1.0,0.0,22,24.136363636363637,1.822975517890772,22.0,43,12.68857754044952,22.0,22,1,943,0,0,0,0,0,0,0,0.9565217391304348,0.043478260869565216,23.0,22.0,1.0,0.021657250470809793,1.0,1,242.4644000013359,1,233410.81899998244
qft_indep_qiskit_44.qasm,CPU,double,44,1062,1062,1,88,44,1,0,0,946,0,0,22,0,0,968,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,1012,22,0,1,1.0,0.0,22,24.136363636363637,1.822975517890772,22.0,43,12.68857754044952,22.0,22,1,943,0,0,0,0,0,0,0,0.9565217391304348,0.043478260869565216,23.0,22.0,1.0,0.021657250470809793,1.0,1,755.6081599963363,1,1015214.42199999
qpeexact_indep_qiskit_43.qasm,CPU,single,43,1057,1057,2,42,42,1,0,0,903,0,0,21,0,0,924,0,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,85,1009,21,0,1,1.0,0.0,21,24.58139534883721,3.457899716177862,21.0,41,12.110601416389967,21.488372093023255,21,1,862,0,0,0,0,0,0,0,0.9157581764122894,0.08424182358771061,23.46511627906977,21.488372093023255,1.9767441860465116,0.022199731579063166,1.0,1,110.34477999783121,1,422799.51600008644
qpeexact_indep_qiskit_43.qasm,CPU,double,43,1057,1057,2,42,42,1,0,0,903,0,0,21,0,0,924,0,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,85,1009,21,0,1,1.0,0.0,21,24.58139534883721,3.457899716177862,21.0,41,12.110601416389967,21.488372093023255,21,1,862,0,0,0,0,0,0,0,0.9157581764122894,0.08424182358771061,23.46511627906977,21.488372093023255,1.9767441860465116,0.022199731579063166,1.0,1,178.88262000051327,1,2035362.6530000474
qpeinexact_indep_qiskit_43.qasm,CPU,single,43,1057,1057,2,42,42,1,0,0,903,0,0,21,0,0,924,0,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,85,1009,21,0,1,1.0,0.0,21,24.58139534883721,3.457899716177862,21.0,41,12.110601416389967,21.488372093023255,21,1,862,0,0,0,0,0,0,0,0.9157581764122894,0.08424182358771061,23.46511627906977,21.488372093023255,1.9767441860465116,0.022199731579063166,1.0,1,98.64047999726608,1,400837.6219999627
qpeinexact_indep_qiskit_43.qasm,CPU,double,43,1057,1057,2,42,42,1,0,0,903,0,0,21,0,0,924,0,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,85,1009,21,0,1,1.0,0.0,21,24.58139534883721,3.457899716177862,21.0,41,12.110601416389967,21.488372093023255,21,1,862,0,0,0,0,0,0,0,0.9157581764122894,0.08424182358771061,23.46511627906977,21.488372093023255,1.9767441860465116,0.022199731579063166,1.0,1,185.32517999992706,1,1404450.0919998973
qwalk-v-chain_indep_qiskit_25.qasm,CPU,double,25,981,981,3,25,25,1,6,0,0,0,0,0,72,0,6,72,76,0,0,1,0,0,0,0,0,0,0,0,2,0,0,79,157,78,792,12,6.5,3.452052529534663,1,39.24,2.166156982670744,5.4,12,2.792601061672643,0.24,78,0,0,0,1,0,0,0,0,0,0.07058823529411765,0.9294117647058824,3.4,0.24,3.16,0.0034658511722731908,1.0,4,279.348300001584,8,120526.81200002553
qnn_indep_qiskit_21.qasm,CPU,single,21,1390,1390,1,21,21,1,860,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,0,84,944,210,650,20,20.0,0.0,1,66.19047619047619,14.261870503597123,7.186046511627907,20,4.857292833694019,40.95238095238095,441,0,0,0,0,1,42,0,0,0,0.9110169491525424,0.08898305084745763,44.95238095238095,40.95238095238095,4.0,0.03233984241178486,1.0,6,9933.120759995654,32,276472.1999998437
qnn_indep_qiskit_21.qasm,CPU,double,21,1390,1390,1,21,21,1,860,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,42,0,0,42,0,0,84,944,210,650,20,20.0,0.0,1,66.19047619047619,14.261870503597123,7.186046511627907,20,4.857292833694019,40.95238095238095,441,0,0,0,0,1,42,0,0,0,0.9110169491525424,0.08898305084745763,44.95238095238095,40.95238095238095,4.0,0.03233984241178486,1.0,6,14142.862339998828,32,556717.0110001462
qftentangled_indep_qiskit_44.qasm,CPU,double,44,1105,1105,1,44,44,1,43,0,946,0,0,22,0,0,1011,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,1056,65,0,3,2.909090909090909,0.28747978728803447,1,25.113636363636363,3.5040723981900452,8.107692307692307,43,12.378794618742884,22.977272727272727,23,1,943,0,0,0,0,0,0,0,0.9573863636363636,0.04261363636363636,24.0,22.977272727272727,1.0227272727272727,0.02171945701357466,1.0,2,190.30761999893002,2,1099081.04800008
pricingcall_indep_qiskit_19.qasm,CPU,single,19,1217,1217,1,19,19,1,552,0,0,0,0,0,48,0,552,48,34,0,0,0,0,0,0,0,0,512,0,0,0,1,37,584,1184,55,545,10,5.7894736842105265,4.443551772464302,1,64.05263157894737,17.157764995891537,2.49,11,2.393720952826373,29.05263157894737,52,0,0,0,1,1,512,0,0,0,0.5022747952684259,0.49772520473157417,57.8421052631579,29.05263157894737,28.789473684210527,0.047528434891666305,1.0,4,129.1628600039985,8,57787.948999903165
pricingcall_indep_qiskit_19.qasm,CPU,double,19,1217,1217,1,19,19,1,552,0,0,0,0,0,48,0,552,48,34,0,0,0,0,0,0,0,0,512,0,0,0,1,37,584,1184,55,545,10,5.7894736842105265,4.443551772464302,1,64.05263157894737,17.157764995891537,2.49,11,2.393720952826373,29.05263157894737,52,0,0,0,1,1,512,0,0,0,0.5022747952684259,0.49772520473157417,57.8421052631579,29.05263157894737,28.789473684210527,0.047528434891666305,1.0,4,194.85827999887988,8,169011.87600014964
qft_indep_qiskit_45.qasm,CPU,single,45,1108,1108,1,90,45,1,0,0,990,0,0,22,0,0,1012,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,1057,22,0,1,1.0,0.0,22,24.622222222222224,1.8276173285198556,23.0,44,12.68857754044952,22.488888888888887,22,1,984,0,0,0,0,0,0,0,0.9574266792809839,0.04257332071901608,23.488888888888887,22.488888888888887,1.0,0.02119935820296831,1.0,1,260.18844000063837,1,244232.1660000016
qft_indep_qiskit_45.qasm,CPU,double,45,1108,1108,1,90,45,1,0,0,990,0,0,22,0,0,1012,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,45,1057,22,0,1,1.0,0.0,22,24.622222222222224,1.8276173285198556,23.0,44,12.68857754044952,22.488888888888887,22,1,984,0,0,0,0,0,0,0,0.9574266792809839,0.04257332071901608,23.488888888888887,22.488888888888887,1.0,0.02119935820296831,1.0,1,789.4857400038745,1,1195020.7080002292
ae_indep_qiskit_38.qasm,CPU,single,38,933,933,2,38,38,1,74,0,666,0,0,0,0,0,740,0,0,0,0,37,0,0,0,0,0,0,0,0,37,37,38,149,889,37,37,37,1.9473684210526316,5.762617133966736,1,24.55263157894737,7.534833869239013,18.0,36,10.677078252031311,19.473684210526315,36,1,666,0,0,0,0,0,0,0,0.8695652173913043,0.13043478260869565,22.394736842105264,19.473684210526315,2.9210526315789473,0.024002933378462234,1.0,5,2802.1334600052796,16,111036.10999998637
ae_indep_qiskit_38.qasm,CPU,double,38,933,933,2,38,38,1,74,0,666,0,0,0,0,0,740,0,0,0,0,37,0,0,0,0,0,0,0,0,37,37,38,149,889,37,37,37,1.9473684210526316,5.762617133966736,1,24.55263157894737,7.534833869239013,18.0,36,10.677078252031311,19.473684210526315,36,1,666,0,0,0,0,0,0,0,0.8695652173913043,0.13043478260869565,22.394736842105264,19.473684210526315,2.9210526315789473,0.024002933378462234,1.0,3,233.5060400015209,4,101509.17499995558
qpeexact_indep_qiskit_44.qasm,CPU,single,44,1103,1103,2,43,43,1,0,0,946,0,0,21,0,0,967,0,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,87,1054,21,0,1,1.0,0.0,21,25.068181818181817,3.4705349048050773,22.0,42,12.110601416389967,21.977272727272727,21,1,903,0,0,0,0,0,0,0,0.9174573055028463,0.0825426944971537,23.954545454545453,21.977272727272727,1.9772727272727273,0.021717629605208934,1.0,1,96.70599999953993,1,439514.4770000479
qpeexact_indep_qiskit_44.qasm,CPU,double,44,1103,1103,2,43,43,1,0,0,946,0,0,21,0,0,967,0,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,87,1054,21,0,1,1.0,0.0,21,25.068181818181817,3.4705349048050773,22.0,42,12.110601416389967,21.977272727272727,21,1,903,0,0,0,0,0,0,0,0.9174573055028463,0.0825426944971537,23.954545454545453,21.977272727272727,1.9772727272727273,0.021717629605208934,1.0,1,182.2954400035087,1,2200578.1329999445
qpeinexact_indep_qiskit_44.qasm,CPU,single,44,1103,1103,2,43,43,1,0,0,946,0,0,21,0,0,967,0,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,87,1054,21,0,1,1.0,0.0,21,25.068181818181817,3.4705349048050773,22.0,42,12.110601416389967,21.977272727272727,21,1,903,0,0,0,0,0,0,0,0.9174573055028463,0.0825426944971537,23.954545454545453,21.977272727272727,1.9772727272727273,0.021717629605208934,1.0,1,93.44380000256933,1,439621.3989998796
qpeinexact_indep_qiskit_44.qasm,CPU,double,44,1103,1103,2,43,43,1,0,0,946,0,0,21,0,0,967,0,1,0,0,86,0,0,0,0,0,0,0,0,0,0,0,87,1054,21,0,1,1.0,0.0,21,25.068181818181817,3.4705349048050773,22.0,42,12.110601416389967,21.977272727272727,21,1,903,0,0,0,0,0,0,0,0.9174573055028463,0.0825426944971537,23.954545454545453,21.977272727272727,1.9772727272727273,0.021717629605208934,1.0,1,190.77965999604203,1,1604942.6360000507
pricingput_indep_qiskit_19.qasm,CPU,single,19,1235,1235,1,19,19,1,552,0,0,0,0,0,48,0,552,48,52,0,0,0,0,0,0,0,0,512,0,0,0,1,37,602,1202,55,545,10,5.7894736842105265,4.443551772464302,1,65.0,17.184615384615384,2.49,11,2.393720952826373,29.05263157894737,52,0,0,0,1,1,512,0,0,0,0.4941808415398389,0.5058191584601611,58.78947368421053,29.05263157894737,29.736842105263158,0.04760281269976561,1.0,4,127.36384000163525,8,51608.69500017725
pricingput_indep_qiskit_19.qasm,CPU,double,19,1235,1235,1,19,19,1,552,0,0,0,0,0,48,0,552,48,52,0,0,0,0,0,0,0,0,512,0,0,0,1,37,602,1202,55,545,10,5.7894736842105265,4.443551772464302,1,65.0,17.184615384615384,2.49,11,2.393720952826373,29.05263157894737,52,0,0,0,1,1,512,0,0,0,0.4941808415398389,0.5058191584601611,58.78947368421053,29.05263157894737,29.736842105263158,0.04760281269976561,1.0,4,189.81669999775477,8,149122.332999832
qftentangled_indep_qiskit_45.qasm,CPU,single,45,1152,1152,1,45,45,1,44,0,990,0,0,22,0,0,1056,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,46,1102,66,0,3,2.933333333333333,0.24944382578492943,1,25.6,3.515625,8.333333333333334,44,12.697331303160606,23.466666666666665,23,1,984,0,0,0,0,0,0,0,0.9582577132486388,0.041742286751361164,24.488888888888887,23.466666666666665,1.0222222222222221,0.021257716049382716,1.0,2,161.22331999940798,2,302106.9680000073
qftentangled_indep_qiskit_45.qasm,CPU,double,45,1152,1152,1,45,45,1,44,0,990,0,0,22,0,0,1056,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,46,1102,66,0,3,2.933333333333333,0.24944382578492943,1,25.6,3.515625,8.333333333333334,44,12.697331303160606,23.466666666666665,23,1,984,0,0,0,0,0,0,0,0.9582577132486388,0.041742286751361164,24.488888888888887,23.466666666666665,1.0222222222222221,0.021257716049382716,1.0,2,187.22214000299573,2,1185679.8920000438
qft_indep_qiskit_46.qasm,CPU,single,46,1156,1156,1,92,46,1,0,0,1035,0,0,23,0,0,1058,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,46,1104,23,0,1,1.0,0.0,23,25.130434782608695,1.8304498269896194,23.0,45,13.2664991614216,23.0,23,1,1025,0,0,0,0,0,0,0,0.9583333333333334,0.041666666666666664,24.0,23.0,1.0,0.020761245674740483,1.0,1,264.9937200010754,1,257051.30599992117
qft_indep_qiskit_46.qasm,CPU,double,46,1156,1156,1,92,46,1,0,0,1035,0,0,23,0,0,1058,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,46,1104,23,0,1,1.0,0.0,23,25.130434782608695,1.8304498269896194,23.0,45,13.2664991614216,23.0,23,1,1025,0,0,0,0,0,0,0,0.9583333333333334,0.041666666666666664,24.0,23.0,1.0,0.020761245674740483,1.0,1,917.4413800006732,1,1284111.557000142
ae_indep_qiskit_39.qasm,CPU,single,39,977,977,2,39,39,1,76,0,703,0,0,0,0,0,779,0,0,0,0,38,0,0,0,0,0,0,0,0,38,38,39,153,932,38,38,38,1.9487179487179487,5.848290207944925,1,25.05128205128205,7.584442169907882,18.5,37,10.965856099730654,19.974358974358974,38,1,703,0,0,0,0,0,0,0,0.8723404255319149,0.1276595744680851,22.897435897435898,19.974358974358974,2.923076923076923,0.02343647481825578,0.995,5,2915.0169600034133,16,116170.79999996349
ae_indep_qiskit_39.qasm,CPU,double,39,977,977,2,39,39,1,76,0,703,0,0,0,0,0,779,0,0,0,0,38,0,0,0,0,0,0,0,0,38,38,39,153,932,38,38,38,1.9487179487179487,5.848290207944925,1,25.05128205128205,7.584442169907882,18.5,37,10.965856099730654,19.974358974358974,38,1,703,0,0,0,0,0,0,0,0.8723404255319149,0.1276595744680851,22.897435897435898,19.974358974358974,2.923076923076923,0.02343647481825578,1.0,3,230.73545999941416,4,97532.07100002328
qpeexact_indep_qiskit_45.qasm,CPU,single,45,1151,1151,2,44,44,1,0,0,990,0,0,22,0,0,1012,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,89,1101,22,0,1,1.0,0.0,22,25.57777777777778,3.4795829713292785,22.0,43,12.68857754044952,22.488888888888887,22,1,944,0,0,0,0,0,0,0,0.9191643960036331,0.08083560399636694,24.466666666666665,22.488888888888887,1.9777777777777779,0.021256878077034462,1.0,1,115.98908000160009,1,438584.8129997612
qpeexact_indep_qiskit_45.qasm,CPU,double,45,1151,1151,2,44,44,1,0,0,990,0,0,22,0,0,1012,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,89,1101,22,0,1,1.0,0.0,22,25.57777777777778,3.4795829713292785,22.0,43,12.68857754044952,22.488888888888887,22,1,944,0,0,0,0,0,0,0,0.9191643960036331,0.08083560399636694,24.466666666666665,22.488888888888887,1.9777777777777779,0.021256878077034462,1.0,1,197.28985999827273,1,2093549.2300000624
qpeinexact_indep_qiskit_45.qasm,CPU,single,45,1151,1151,2,44,44,1,0,0,990,0,0,22,0,0,1012,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,89,1101,22,0,1,1.0,0.0,22,25.57777777777778,3.4795829713292785,22.0,43,12.68857754044952,22.488888888888887,22,1,944,0,0,0,0,0,0,0,0.9191643960036331,0.08083560399636694,24.466666666666665,22.488888888888887,1.9777777777777779,0.021256878077034462,1.0,1,108.89057999593206,1,426616.24900007155
qpeinexact_indep_qiskit_45.qasm,CPU,double,45,1151,1151,2,44,44,1,0,0,990,0,0,22,0,0,1012,0,1,0,0,88,0,0,0,0,0,0,0,0,0,0,0,89,1101,22,0,1,1.0,0.0,22,25.57777777777778,3.4795829713292785,22.0,43,12.68857754044952,22.488888888888887,22,1,944,0,0,0,0,0,0,0,0.9191643960036331,0.08083560399636694,24.466666666666665,22.488888888888887,1.9777777777777779,0.021256878077034462,1.0,1,200.17251999815926,1,1635292.9899998708
qnn_indep_qiskit_22.qasm,CPU,single,22,1522,1522,1,22,22,1,945,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,88,1033,231,714,21,21.0,0.0,1,69.18181818181819,14.931668856767411,7.518518518518518,21,5.094444107866488,42.95454545454545,485,0,0,0,0,1,44,0,0,0,0.914811229428848,0.08518877057115198,46.95454545454545,42.95454545454545,4.0,0.030850555489188865,1.0,6,12292.57563999854,32,352914.4719999749
qnn_indep_qiskit_22.qasm,CPU,double,22,1522,1522,1,22,22,1,945,0,0,0,0,0,0,0,945,0,0,0,0,0,0,0,0,0,0,44,0,0,44,0,0,88,1033,231,714,21,21.0,0.0,1,69.18181818181819,14.931668856767411,7.518518518518518,21,5.094444107866488,42.95454545454545,485,0,0,0,0,1,44,0,0,0,0.914811229428848,0.08518877057115198,46.95454545454545,42.95454545454545,4.0,0.030850555489188865,0.995,6,16987.577580002835,32,622695.6839999184
qftentangled_indep_qiskit_46.qasm,CPU,single,46,1201,1201,1,46,46,1,45,0,1035,0,0,23,0,0,1103,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47,1150,68,0,3,2.9130434782608696,0.2817713347133852,1,26.108695652173914,3.523730224812656,8.441176470588236,45,12.956241231592251,23.97826086956522,24,1,1025,0,0,0,0,0,0,0,0.9591304347826087,0.0408695652173913,25.0,23.97826086956522,1.0217391304347827,0.020815986677768527,0.995,6,3943.732560001081,32,449990.57300010463
qftentangled_indep_qiskit_46.qasm,CPU,double,46,1201,1201,1,46,46,1,45,0,1035,0,0,23,0,0,1103,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47,1150,68,0,3,2.9130434782608696,0.2817713347133852,1,26.108695652173914,3.523730224812656,8.441176470588236,45,12.956241231592251,23.97826086956522,24,1,1025,0,0,0,0,0,0,0,0.9591304347826087,0.0408695652173913,25.0,23.97826086956522,1.0217391304347827,0.020815986677768527,1.0,2,193.88971999869682,2,1217752.252999926
qft_indep_qiskit_47.qasm,CPU,single,47,1204,1204,1,94,47,1,0,0,1081,0,0,23,0,0,1104,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47,1151,23,0,1,1.0,0.0,23,25.617021276595743,1.834717607973422,24.0,46,13.2664991614216,23.48936170212766,23,1,1066,0,0,0,0,0,0,0,0.9591659426585578,0.04083405734144222,24.48936170212766,23.48936170212766,1.0,0.020340001413727292,1.0,1,286.7880799982231,1,277068.8599999994
qft_indep_qiskit_47.qasm,CPU,double,47,1204,1204,1,94,47,1,0,0,1081,0,0,23,0,0,1104,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,47,1151,23,0,1,1.0,0.0,23,25.617021276595743,1.834717607973422,24.0,46,13.2664991614216,23.48936170212766,23,1,1066,0,0,0,0,0,0,0,0.9591659426585578,0.04083405734144222,24.48936170212766,23.48936170212766,1.0,0.020340001413727292,1.0,1,1021.3234000024386,1,1286525.5920001073
qpeexact_indep_qiskit_46.qasm,CPU,single,46,1199,1199,2,45,45,1,0,0,1035,0,0,22,0,0,1057,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,91,1148,22,0,1,1.0,0.0,22,26.065217391304348,3.4912427022518764,23.0,44,12.68857754044952,22.97826086956522,22,1,985,0,0,0,0,0,0,0,0.9207317073170732,0.07926829268292683,24.956521739130434,22.97826086956522,1.9782608695652173,0.02081444682162672,1.0,1,103.50996000343002,1,459060.92499993974
qpeexact_indep_qiskit_46.qasm,CPU,double,46,1199,1199,2,45,45,1,0,0,1035,0,0,22,0,0,1057,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,91,1148,22,0,1,1.0,0.0,22,26.065217391304348,3.4912427022518764,23.0,44,12.68857754044952,22.97826086956522,22,1,985,0,0,0,0,0,0,0,0.9207317073170732,0.07926829268292683,24.956521739130434,22.97826086956522,1.9782608695652173,0.02081444682162672,1.0,1,204.67275999835692,1,2372664.8259998183
qpeinexact_indep_qiskit_46.qasm,CPU,single,46,1199,1199,2,45,45,1,0,0,1035,0,0,22,0,0,1057,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,91,1148,22,0,1,1.0,0.0,22,26.065217391304348,3.4912427022518764,23.0,44,12.68857754044952,22.97826086956522,22,1,985,0,0,0,0,0,0,0,0.9207317073170732,0.07926829268292683,24.956521739130434,22.97826086956522,1.9782608695652173,0.02081444682162672,1.0,1,103.7378000037279,1,482669.34399987804
qpeinexact_indep_qiskit_46.qasm,CPU,double,46,1199,1199,2,45,45,1,0,0,1035,0,0,22,0,0,1057,0,1,0,0,90,0,0,0,0,0,0,0,0,0,0,0,91,1148,22,0,1,1.0,0.0,22,26.065217391304348,3.4912427022518764,23.0,44,12.68857754044952,22.97826086956522,22,1,985,0,0,0,0,0,0,0,0.9207317073170732,0.07926829268292683,24.956521739130434,22.97826086956522,1.9782608695652173,0.02081444682162672,1.0,1,198.43386000138707,1,1712351.9840001245
ae_indep_qiskit_40.qasm,CPU,single,40,1022,1022,2,40,40,1,78,0,741,0,0,0,0,0,819,0,0,0,0,39,0,0,0,0,0,0,0,0,39,39,40,157,976,39,39,39,1.95,5.932748098478478,1,25.55,7.632093933463796,19.0,38,11.254628677422755,20.475,38,1,741,0,0,0,0,0,0,0,0.875,0.125,23.4,20.475,2.925,0.02289628180039139,1.0,6,22885.067439998966,32,356484.52800000086
ae_indep_qiskit_40.qasm,CPU,double,40,1022,1022,2,40,40,1,78,0,741,0,0,0,0,0,819,0,0,0,0,39,0,0,0,0,0,0,0,0,39,39,40,157,976,39,39,39,1.95,5.932748098478478,1,25.55,7.632093933463796,19.0,38,11.254628677422755,20.475,38,1,741,0,0,0,0,0,0,0,0.875,0.125,23.4,20.475,2.925,0.02289628180039139,1.0,3,251.18737999582663,4,88285.19800008507
qftentangled_indep_qiskit_47.qasm,CPU,double,47,1250,1250,1,47,47,1,46,0,1081,0,0,23,0,0,1150,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,1198,69,0,3,2.9361702127659575,0.24444947432076716,1,26.595744680851062,3.5344,8.666666666666666,46,13.274871834493252,24.46808510638298,24,1,1066,0,0,0,0,0,0,0,0.9599332220367279,0.04006677796327212,25.48936170212766,24.46808510638298,1.0212765957446808,0.02039148936170213,1.0,2,211.01961999665946,2,1282786.5219998057
qwalk-v-chain_indep_qiskit_27.qasm,CPU,double,27,1139,1139,3,27,27,1,6,0,0,0,0,0,78,0,6,78,82,0,0,1,0,0,0,0,0,0,0,0,2,0,0,85,169,91,929,13,7.0,3.7416573867739413,1,42.18518518518518,2.1571553994732224,5.741176470588235,13,3.0298629018739858,0.2222222222222222,84,0,0,0,1,0,0,0,0,0,0.06593406593406594,0.9340659340659341,3.3703703703703702,0.2222222222222222,3.1481481481481484,0.0029590609046271908,1.0,4,333.02152000251226,8,126127.01599980937
qft_indep_qiskit_48.qasm,CPU,single,48,1254,1254,1,96,48,1,0,0,1128,0,0,24,0,0,1152,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,48,1200,24,0,1,1.0,0.0,24,26.125,1.8373205741626795,24.0,47,13.844373104863458,24.0,24,1,1107,0,0,0,0,0,0,0,0.96,0.04,25.0,24.0,1.0,0.019936204146730464,1.0,1,293.7705799995456,1,302303.7910001585
